travelCode,userCode,from,to,flightType,price,time,distance,agency,date
664,206,San Diego,Chicago,firstClass,1203.59,5.14,2124,SkyWay,2023-02-20
665,61,Columbus,Dallas,economic,160.02,4.4,1229,Rainbow,2024-08-03
666,485,Denver,Columbus,firstClass,2435.69,9.77,4548,AirGo,2023-07-15
667,308,Dallas,Austin,business,1317.54,10.17,4548,CloudFy,2023-07-31
668,500,San Jose,San Antonio,firstClass,806.29,5.07,1977,FlyingDrops,2023-10-25
669,6,San Diego,Seattle,economic,560.37,8.43,3528,Cloudy,2023-03-29
670,217,Phoenix,Jacksonville,business,1246.99,9.04,3756,JetSet,2024-12-26
671,242,Atlanta,Dallas,economic,157.6,3.9,1280,FlyingDrops,2023-08-29
672,344,Atlanta,Los Angeles,economic,368.14,6.41,2577,FlyingDrops,2024-02-09
673,450,Phoenix,Miami,economic,295.79,4.83,1969,Cloudy,2023-12-14
674,23,Phoenix,Chicago,firstClass,2100.75,10.84,4845,CloudFy,2023-11-17
675,314,Seattle,Dallas,business,923.47,8.8,3453,AirGo,2023-09-27
676,392,Dallas,Boston,firstClass,1814.76,9.98,4069,CloudFy,2024-05-18
677,241,Boston,Charlotte,economic,273.87,4.82,2047,FlyingDrops,2023-02-06
678,227,Philadelphia,Seattle,firstClass,846.25,4.89,1450,FlyingDrops,2023-02-11
679,64,Boston,Seattle,firstClass,2436.66,9.74,4538,FlyingDrops,2023-06-01
680,289,Chicago,San Diego,firstClass,1076.05,5.71,1979,JetSet,2023-10-07
681,472,Miami,San Antonio,business,165.56,2.36,533,Rainbow,2024-03-02
682,349,San Diego,Denver,business,291.15,4.38,1272,Rainbow,2024-11-28
683,236,Fort Worth,Jacksonville,business,339.35,4.49,1368,AirGo,2023-03-25
684,336,Seattle,Charlotte,business,611.21,6.8,2706,SkyWay,2023-02-14
685,145,Charlotte,Austin,business,362.16,3.94,1559,FlyingDrops,2024-10-21
686,495,Los Angeles,Houston,business,954.11,7.89,3624,AirGo,2023-09-03
687,332,Fort Worth,Chicago,economic,367.73,5.15,2205,AirGo,2023-10-19
688,463,Phoenix,Houston,firstClass,2443.94,10.74,4521,JetSet,2023-11-14
689,229,Atlanta,Phoenix,firstClass,631.08,4.32,1287,Cloudy,2024-05-16
690,315,Seattle,Dallas,business,1143.43,8.57,3965,CloudFy,2024-01-13
691,115,Columbus,Charlotte,economic,148.25,2.93,831,JetSet,2024-11-23
692,465,Phoenix,Denver,business,1416.53,10.22,4798,AirGo,2023-03-23
693,268,Seattle,San Jose,economic,213.39,4.62,1546,Cloudy,2023-09-12
694,218,San Jose,Atlanta,economic,169.81,4.13,1126,Cloudy,2024-06-06
695,9,Houston,Seattle,business,805.55,6.18,2575,Rainbow,2024-05-30
696,153,Charlotte,Philadelphia,economic,539.16,8.01,3719,FlyingDrops,2024-12-22
697,109,Miami,Charlotte,business,1108.03,9.81,4185,CloudFy,2023-07-11
698,60,Chicago,San Jose,business,312.16,3.89,1371,Rainbow,2024-02-09
699,372,Philadelphia,Denver,firstClass,2261.42,9.44,3818,Cloudy,2024-09-08
700,8,San Jose,Fort Worth,business,889.47,9.18,3735,CloudFy,2023-05-19
701,75,Houston,New York,business,523.28,5.87,2041,JetSet,2024-10-26
702,76,San Diego,Charlotte,business,1326.92,10.61,4912,Cloudy,2024-04-19
703,494,Columbus,New York,economic,305.65,5.57,1860,Cloudy,2024-03-31
704,27,Seattle,New York,firstClass,1251.26,5.78,2487,FlyingDrops,2024-02-06
705,306,New York,Phoenix,business,1422.2,10.04,4037,JetSet,2024-08-15
706,479,Boston,San Jose,economic,677.55,10.09,4493,JetSet,2024-09-18
707,284,Seattle,San Diego,business,287.44,3.29,997,Rainbow,2023-11-20
708,230,Dallas,Charlotte,firstClass,854.19,4.16,1457,JetSet,2023-12-22
709,119,Columbus,New York,economic,423.57,7.31,2859,SkyWay,2024-03-24
710,240,San Diego,Atlanta,business,1157.19,8.44,3278,CloudFy,2024-11-03
711,319,San Jose,Columbus,firstClass,1915.11,8.6,3451,CloudFy,2023-06-15
712,252,San Jose,Chicago,business,1135.68,9.6,4455,Rainbow,2024-09-12
713,184,Columbus,Denver,firstClass,933.89,5.66,2422,FlyingDrops,2023-01-19
714,59,Jacksonville,Philadelphia,economic,572.54,9.8,4624,SkyWay,2024-03-16
715,394,San Diego,Houston,business,873.41,5.9,2335,Rainbow,2023-12-30
716,475,Boston,Dallas,economic,596.15,10.85,4722,Cloudy,2023-02-21
717,86,Charlotte,Houston,economic,163.44,4.4,1334,JetSet,2023-04-18
718,256,Houston,San Diego,firstClass,954.33,5.16,1786,JetSet,2024-06-02
719,225,Houston,Philadelphia,business,854.67,7.96,3479,Cloudy,2023-07-26
720,191,New York,Dallas,firstClass,1363.01,7.52,3296,JetSet,2023-09-30
721,404,Columbus,Jacksonville,business,848.45,5.75,2510,CloudFy,2024-03-07
722,407,Phoenix,Charlotte,firstClass,2270.05,9.55,3853,JetSet,2024-06-12
723,484,Jacksonville,New York,firstClass,907.7,5.04,1692,Rainbow,2024-06-13
724,202,Chicago,Jacksonville,firstClass,1561.38,9.55,3790,AirGo,2023-03-04
725,449,Los Angeles,Philadelphia,business,361.96,3.91,973,SkyWay,2024-11-07
726,5,San Jose,Charlotte,firstClass,1333.63,7.57,2993,AirGo,2023-12-19
727,455,Dallas,Boston,business,497.15,4.96,1703,SkyWay,2023-07-30
728,398,Atlanta,Charlotte,business,1138.96,8.49,3328,CloudFy,2024-02-19
729,267,San Jose,Chicago,economic,801.51,10.81,4902,SkyWay,2023-05-10
730,82,San Jose,San Antonio,economic,709.66,10.71,4691,Rainbow,2024-10-12
731,259,New York,Miami,business,893.4,6.1,2619,Rainbow,2024-03-08
732,482,Los Angeles,Fort Worth,firstClass,1796.39,10.35,4657,Rainbow,2024-10-28
733,290,Charlotte,San Jose,business,201.86,2.26,542,JetSet,2024-08-18
734,345,Boston,San Diego,firstClass,1627.71,6.83,2951,CloudFy,2024-08-09
735,422,Fort Worth,Boston,business,764.64,5.71,2528,AirGo,2023-07-17
736,48,Jacksonville,Seattle,economic,288.5,4.97,1700,Rainbow,2023-03-25
737,207,Columbus,Phoenix,firstClass,1034.83,5.69,2259,SkyWay,2024-06-22
738,353,Boston,Denver,firstClass,1378.42,6.7,2660,Cloudy,2024-03-26
739,496,Columbus,Philadelphia,economic,755.27,9.98,4643,JetSet,2023-05-13
740,484,Denver,Boston,economic,273.3,5.67,2241,SkyWay,2023-06-10
741,21,Jacksonville,Houston,business,1078.84,8.36,3847,SkyWay,2023-10-24
742,15,Phoenix,Houston,firstClass,1328.37,7.98,2997,AirGo,2024-05-12
743,111,Phoenix,Philadelphia,business,1420.39,8.48,3955,CloudFy,2023-10-18
744,247,Seattle,New York,economic,858.54,10.99,4985,SkyWay,2024-03-03
745,68,San Jose,Atlanta,firstClass,1574.45,8.21,3267,AirGo,2024-09-12
746,444,Phoenix,Boston,business,1389.73,10.19,4275,JetSet,2023-06-02
747,277,Austin,Chicago,business,1387.94,8.79,3855,Rainbow,2023-12-14
748,323,Charlotte,Dallas,business,405.57,4.25,1225,AirGo,2024-08-08
749,278,San Jose,Miami,business,359.99,4.49,1514,SkyWay,2024-09-25
750,62,Los Angeles,Atlanta,business,616.11,5.73,2051,JetSet,2023-01-20
751,430,Boston,Philadelphia,economic,370.74,7.18,2752,SkyWay,2024-12-23
752,175,Charlotte,Chicago,business,723.98,7.35,3124,Cloudy,2023-01-24
753,51,Philadelphia,Charlotte,economic,653.32,10.62,4824,SkyWay,2023-04-28
754,488,Philadelphia,Austin,economic,250.25,4.88,1996,Cloudy,2023-11-11
755,200,Philadelphia,Los Angeles,business,1050.43,7.1,3164,Rainbow,2023-11-02
756,27,Austin,Phoenix,firstClass,1851.53,7.2,3155,CloudFy,2023-05-04
757,138,San Diego,Atlanta,economic,681.9,10.34,4538,Rainbow,2023-04-28
758,120,Austin,Seattle,business,879.27,8.27,3834,Rainbow,2024-10-10
759,156,Dallas,Miami,business,410.22,3.53,1331,SkyWay,2023-05-09
760,277,Columbus,Seattle,economic,818.97,10.0,4599,CloudFy,2024-01-18
761,149,San Diego,Miami,firstClass,2342.95,8.96,4200,JetSet,2024-09-27
762,195,Philadelphia,New York,economic,600.99,9.81,4450,FlyingDrops,2024-11-27
763,36,San Antonio,Atlanta,business,941.8,6.18,2804,FlyingDrops,2024-07-30
764,450,Chicago,Columbus,business,502.98,4.76,1507,Cloudy,2023-10-14
765,232,San Antonio,Boston,firstClass,1968.46,8.06,3306,FlyingDrops,2024-12-25
766,468,San Diego,Jacksonville,firstClass,1134.51,5.64,2225,JetSet,2023-01-17
767,212,Phoenix,New York,business,997.0,9.31,4403,SkyWay,2023-06-27
768,276,Seattle,Fort Worth,business,375.23,4.01,1164,Rainbow,2023-03-21
769,430,Charlotte,Houston,firstClass,1632.21,8.91,3583,AirGo,2023-07-01
770,381,New York,Phoenix,firstClass,1678.76,8.97,3534,Rainbow,2023-08-15
771,120,Dallas,Fort Worth,economic,194.85,4.2,1237,Cloudy,2023-08-15
772,4,Jacksonville,Los Angeles,firstClass,2423.07,10.93,4537,CloudFy,2023-08-03
773,379,Fort Worth,Houston,firstClass,2295.1,10.44,4598,SkyWay,2024-11-06
774,133,Atlanta,Miami,economic,170.52,3.45,1035,SkyWay,2023-05-11
775,348,San Diego,Boston,business,897.44,6.28,2747,SkyWay,2024-12-10
776,483,Atlanta,Dallas,business,1219.29,8.94,4218,JetSet,2024-11-20
777,254,Los Angeles,Jacksonville,firstClass,2023.97,8.58,3833,FlyingDrops,2024-04-22
778,230,Denver,Los Angeles,business,848.49,5.25,2339,FlyingDrops,2024-06-29
779,378,New York,Columbus,economic,500.12,7.1,3241,CloudFy,2023-01-26
780,321,Columbus,Chicago,economic,292.83,4.97,2112,Rainbow,2024-10-03
781,431,New York,Denver,firstClass,359.08,2.78,696,FlyingDrops,2023-12-09
782,267,San Diego,Houston,firstClass,1378.8,6.84,2452,AirGo,2023-12-08
783,64,San Diego,Chicago,business,1304.54,9.83,4092,Rainbow,2024-08-15
784,32,Los Angeles,Chicago,firstClass,1628.07,7.97,3066,AirGo,2023-05-11
785,27,Charlotte,Los Angeles,firstClass,2129.32,8.67,4037,FlyingDrops,2024-07-26
786,320,Fort Worth,Columbus,economic,603.15,8.58,3867,Rainbow,2024-11-06
787,334,Charlotte,Fort Worth,firstClass,2060.91,9.83,4007,JetSet,2023-12-14
788,305,New York,Seattle,business,768.95,7.76,3188,JetSet,2023-01-13
789,247,Chicago,Atlanta,economic,207.4,4.52,1532,JetSet,2024-03-07
790,160,Atlanta,Charlotte,economic,305.51,5.69,2491,SkyWay,2023-05-11
791,76,Columbus,Boston,business,1227.2,7.83,3430,Cloudy,2023-05-30
792,348,San Jose,Jacksonville,firstClass,1730.49,9.0,3521,CloudFy,2024-11-04
793,328,Los Angeles,Dallas,business,240.83,3.03,947,CloudFy,2023-07-25
794,355,Chicago,Jacksonville,economic,786.69,10.34,4397,FlyingDrops,2024-09-06
795,449,Miami,Atlanta,firstClass,1215.61,7.04,2954,AirGo,2024-04-10
796,320,Los Angeles,Denver,economic,85.64,2.52,530,CloudFy,2024-04-22
797,95,San Diego,Denver,business,904.66,8.14,3215,AirGo,2024-02-14
798,149,New York,Fort Worth,economic,169.22,3.24,1104,Cloudy,2023-05-26
799,90,San Antonio,Atlanta,firstClass,360.61,3.68,859,CloudFy,2023-10-18
800,467,Dallas,Philadelphia,firstClass,954.91,5.8,2514,Rainbow,2023-09-26
801,123,New York,Philadelphia,firstClass,595.03,3.83,1409,FlyingDrops,2024-04-12
802,452,Jacksonville,Philadelphia,business,951.67,9.92,4053,CloudFy,2023-05-28
803,326,San Antonio,San Diego,business,981.15,8.74,3598,CloudFy,2024-03-15
804,28,Los Angeles,Atlanta,economic,629.87,10.71,4886,JetSet,2023-09-11
805,405,Dallas,Phoenix,business,1068.64,9.82,4505,JetSet,2024-04-26
806,192,Atlanta,Chicago,economic,806.96,10.41,4666,Cloudy,2024-06-05
807,367,Denver,Charlotte,economic,475.19,7.84,3136,Cloudy,2024-05-09
808,19,Seattle,Dallas,business,1300.16,9.03,3784,CloudFy,2024-10-27
809,293,San Diego,San Antonio,firstClass,1074.12,5.93,2420,CloudFy,2024-01-22
810,266,Jacksonville,Dallas,business,283.7,3.09,1194,FlyingDrops,2024-03-31
811,240,San Diego,Atlanta,economic,604.33,9.89,4311,Cloudy,2024-04-06
812,120,Columbus,Jacksonville,firstClass,1178.6,7.1,3097,FlyingDrops,2024-03-28
813,41,Chicago,Fort Worth,economic,439.03,7.59,2912,AirGo,2024-10-21
814,171,Dallas,San Diego,economic,179.9,3.55,1471,CloudFy,2023-07-25
815,438,Austin,Dallas,firstClass,1403.97,6.28,2748,AirGo,2023-05-22
816,485,Boston,Dallas,economic,415.78,6.83,2953,Cloudy,2024-02-18
817,117,Miami,New York,firstClass,2768.11,11.38,4699,CloudFy,2024-02-12
818,370,San Antonio,Denver,economic,723.67,10.83,4725,AirGo,2024-04-24
819,214,Charlotte,Austin,economic,446.51,7.9,3064,CloudFy,2024-12-15
820,157,Charlotte,Seattle,business,232.47,2.55,746,JetSet,2023-05-12
821,386,New York,Denver,business,980.2,7.82,3405,Cloudy,2024-12-03
822,79,Boston,San Jose,firstClass,263.75,2.73,690,FlyingDrops,2023-05-23
823,198,Miami,Atlanta,firstClass,1677.06,8.05,3623,CloudFy,2024-07-01
824,54,Seattle,Houston,firstClass,1862.0,9.85,4198,JetSet,2023-06-25
825,146,Boston,Philadelphia,economic,593.99,9.54,4502,CloudFy,2024-01-31
826,6,San Diego,Austin,business,1120.2,10.19,4795,CloudFy,2024-06-14
827,245,Austin,Charlotte,firstClass,721.64,5.56,1786,JetSet,2024-03-04
828,341,Chicago,Columbus,economic,216.75,4.93,1564,Cloudy,2024-12-27
829,104,Philadelphia,Atlanta,firstClass,1143.89,5.58,2162,Rainbow,2023-10-10
830,467,Phoenix,Seattle,economic,508.24,8.95,3770,SkyWay,2023-12-03
831,178,Seattle,Charlotte,firstClass,360.62,3.25,820,JetSet,2024-04-12
832,376,San Jose,Columbus,business,487.25,4.99,1934,Cloudy,2024-09-24
833,485,Charlotte,Fort Worth,business,479.14,5.55,2002,Rainbow,2024-12-16
834,372,San Diego,Philadelphia,firstClass,2850.62,10.75,4905,JetSet,2024-12-15
835,259,San Antonio,Denver,firstClass,585.58,4.98,1493,AirGo,2023-04-18
836,14,Austin,Charlotte,firstClass,904.4,4.58,1850,Rainbow,2024-04-18
837,129,Charlotte,Fort Worth,firstClass,1750.69,9.33,3771,Rainbow,2023-01-11
838,337,Phoenix,Jacksonville,business,1012.22,9.83,4303,CloudFy,2024-07-15
839,311,Charlotte,Phoenix,firstClass,1151.68,7.33,2786,Rainbow,2023-01-19
840,391,Philadelphia,Austin,economic,634.79,11.37,4879,Rainbow,2024-11-18
841,273,Dallas,Phoenix,firstClass,1839.2,7.63,3433,CloudFy,2024-11-22
842,200,Charlotte,Los Angeles,business,1590.16,11.03,4783,JetSet,2023-04-16
843,476,San Jose,Seattle,economic,76.74,1.65,538,CloudFy,2023-07-26
844,173,Jacksonville,San Diego,economic,151.85,3.02,1248,AirGo,2023-01-15
845,371,San Antonio,Chicago,economic,219.25,4.28,1291,CloudFy,2023-06-21
846,98,Los Angeles,Charlotte,business,377.84,4.49,1382,SkyWay,2024-10-03
847,166,San Antonio,Miami,firstClass,1694.52,8.69,4005,CloudFy,2024-01-01
848,34,New York,Columbus,business,793.87,6.7,3090,JetSet,2023-08-14
849,256,Dallas,Fort Worth,economic,152.04,3.93,1051,Rainbow,2024-09-05
850,357,Boston,Atlanta,economic,399.81,7.06,2563,Cloudy,2024-10-08
851,172,Phoenix,Jacksonville,economic,496.58,8.18,3104,Rainbow,2023-03-11
852,301,Atlanta,Miami,firstClass,1968.21,8.53,3632,JetSet,2024-05-30
853,318,New York,Dallas,economic,249.04,4.0,1516,Rainbow,2023-09-07
854,329,Los Angeles,Philadelphia,firstClass,1875.84,10.11,4585,Rainbow,2023-07-29
855,267,San Diego,Seattle,business,870.24,7.09,3192,AirGo,2023-02-10
856,106,Columbus,San Jose,economic,332.35,6.52,2376,SkyWay,2023-09-06
857,94,Los Angeles,Dallas,business,655.32,6.06,2322,Cloudy,2023-11-26
858,481,New York,Houston,firstClass,414.95,4.08,1073,CloudFy,2023-05-25
859,260,Phoenix,Chicago,economic,878.84,11.74,4996,Rainbow,2023-08-30
860,311,Columbus,Seattle,firstClass,793.12,5.27,1844,CloudFy,2023-06-30
861,41,San Jose,Austin,business,1064.74,10.3,4172,FlyingDrops,2024-05-07
862,390,Fort Worth,Columbus,economic,654.78,9.87,4356,CloudFy,2024-03-19
863,305,Seattle,New York,firstClass,2183.52,9.78,4001,SkyWay,2023-11-04
864,146,Phoenix,Miami,business,571.13,4.76,1939,Cloudy,2024-04-09
865,470,Boston,Seattle,economic,478.39,7.16,3229,CloudFy,2023-06-08
866,497,New York,Los Angeles,business,1297.14,8.37,3565,JetSet,2024-02-09
867,454,Jacksonville,Columbus,firstClass,1532.76,7.5,3021,Rainbow,2024-02-23
868,395,Houston,Columbus,business,531.51,4.45,1830,AirGo,2023-09-19
869,334,Jacksonville,Boston,business,1261.58,10.46,4502,Cloudy,2023-03-01
870,362,Columbus,San Diego,economic,744.86,9.38,4413,JetSet,2024-10-08
871,309,New York,Philadelphia,firstClass,1726.92,10.38,4231,SkyWay,2023-09-11
872,362,Philadelphia,New York,economic,219.82,3.98,1256,SkyWay,2024-02-12
873,155,Chicago,Boston,economic,577.21,8.68,3964,SkyWay,2024-12-09
874,56,Boston,Fort Worth,business,1021.04,7.64,3022,JetSet,2023-04-02
875,358,Miami,Jacksonville,economic,475.19,7.03,2703,FlyingDrops,2024-02-12
876,269,New York,San Antonio,firstClass,281.14,1.67,512,Cloudy,2024-03-03
877,250,San Jose,Charlotte,economic,315.56,4.95,1945,CloudFy,2023-07-22
878,415,Denver,Houston,firstClass,870.12,5.26,2241,AirGo,2023-07-07
879,86,San Antonio,San Jose,firstClass,2118.68,9.66,4110,Rainbow,2024-10-13
880,121,San Jose,Chicago,firstClass,687.47,3.96,1521,Cloudy,2024-08-22
881,299,Seattle,Houston,economic,177.31,2.9,1000,AirGo,2024-11-12
882,493,Los Angeles,Phoenix,economic,681.06,11.24,4778,AirGo,2024-06-16
883,456,Dallas,Denver,firstClass,1469.36,7.93,3260,FlyingDrops,2024-11-29
884,448,Austin,San Diego,firstClass,1459.98,8.6,3764,FlyingDrops,2023-12-31
885,14,Houston,New York,firstClass,2179.04,9.17,3791,SkyWay,2023-05-23
886,446,Houston,Boston,firstClass,1303.83,6.12,2536,Cloudy,2024-11-05
887,9,Denver,Columbus,business,653.93,4.58,2039,JetSet,2023-11-26
888,205,Jacksonville,Los Angeles,business,823.27,7.85,3166,JetSet,2024-05-11
889,338,Atlanta,Chicago,firstClass,2350.26,9.92,4005,AirGo,2024-05-02
890,402,Houston,Columbus,firstClass,1197.37,5.76,2098,AirGo,2024-08-08
891,281,Denver,Los Angeles,economic,632.27,10.85,4579,AirGo,2024-11-20
892,109,Charlotte,Philadelphia,firstClass,718.65,4.12,1447,CloudFy,2023-09-07
893,393,Chicago,Phoenix,firstClass,431.59,2.22,739,FlyingDrops,2024-01-28
894,70,San Diego,San Jose,business,1432.92,10.73,4401,SkyWay,2024-11-12
895,34,Seattle,Chicago,business,1176.74,8.26,3226,JetSet,2024-09-07
896,414,Austin,Columbus,business,1242.86,8.73,3626,CloudFy,2024-03-23
897,480,San Diego,San Jose,economic,361.38,6.4,2883,CloudFy,2024-08-29
898,378,Houston,Atlanta,firstClass,909.85,4.87,1543,Rainbow,2024-08-13
899,164,San Jose,Los Angeles,business,1384.11,10.56,4887,AirGo,2024-03-09
900,162,Jacksonville,Phoenix,business,524.97,5.3,2319,CloudFy,2024-04-16
901,435,San Jose,San Diego,firstClass,1857.29,9.19,4233,AirGo,2024-11-12
902,294,Los Angeles,Jacksonville,firstClass,1858.83,11.22,4615,Cloudy,2024-12-24
903,424,San Antonio,Denver,firstClass,1997.91,7.76,3585,JetSet,2023-06-06
904,373,San Antonio,Dallas,business,317.51,3.74,930,Cloudy,2024-05-14
905,179,San Jose,Philadelphia,economic,724.99,11.06,4988,AirGo,2024-04-29
906,359,Fort Worth,Columbus,economic,660.61,11.24,4824,AirGo,2023-07-19
907,436,Boston,Fort Worth,economic,263.27,4.13,1572,JetSet,2023-02-25
908,150,San Jose,Seattle,business,535.96,5.05,1840,CloudFy,2024-05-09
909,53,San Antonio,San Diego,business,475.83,5.81,2102,JetSet,2024-08-12
910,92,Phoenix,Columbus,firstClass,744.83,5.64,1878,Rainbow,2024-04-30
911,370,Houston,Boston,business,1212.14,7.93,3272,Cloudy,2024-10-04
912,489,San Diego,Los Angeles,economic,341.67,6.04,2473,CloudFy,2024-09-02
913,6,Fort Worth,Chicago,firstClass,1894.75,8.17,3630,Rainbow,2024-01-12
914,12,Houston,Chicago,economic,786.51,10.48,4507,SkyWay,2023-08-19
915,93,Miami,Atlanta,firstClass,1086.58,7.02,2742,Cloudy,2024-08-30
916,95,Seattle,Columbus,firstClass,593.66,3.7,1525,Cloudy,2024-07-04
917,266,New York,Columbus,business,1490.29,11.46,4894,AirGo,2023-03-07
918,460,Miami,Boston,business,388.28,4.66,1516,Rainbow,2024-11-05
919,295,Philadelphia,San Antonio,economic,530.29,10.03,4163,CloudFy,2023-05-12
920,260,Philadelphia,Chicago,business,599.34,6.98,2603,FlyingDrops,2023-05-08
921,154,Jacksonville,Miami,economic,632.38,9.9,3965,Rainbow,2023-09-12
922,161,Denver,San Jose,business,1518.86,10.92,4875,SkyWay,2024-12-12
923,122,Jacksonville,Miami,business,719.83,5.97,2219,Rainbow,2023-02-15
924,303,San Antonio,Phoenix,firstClass,1155.22,6.46,2263,FlyingDrops,2023-08-10
925,333,Dallas,Phoenix,business,1041.66,8.53,3957,CloudFy,2024-01-26
926,275,Fort Worth,Seattle,economic,455.5,6.68,2582,CloudFy,2023-05-27
927,421,Chicago,San Jose,business,643.24,5.73,2078,SkyWay,2024-10-25
928,14,Atlanta,Philadelphia,firstClass,970.31,4.49,1757,SkyWay,2024-01-24
929,34,San Diego,Chicago,firstClass,803.92,4.34,1520,FlyingDrops,2024-02-21
930,6,Chicago,Fort Worth,firstClass,1518.42,6.2,2738,Rainbow,2023-10-08
931,373,Fort Worth,San Diego,firstClass,547.79,4.39,1360,FlyingDrops,2024-06-23
932,283,Miami,Seattle,economic,745.87,10.69,4833,FlyingDrops,2023-10-16
933,177,Atlanta,Houston,economic,313.38,4.77,1898,AirGo,2023-07-05
934,352,Boston,Miami,business,927.23,8.81,3798,SkyWay,2023-01-10
935,499,Phoenix,Philadelphia,economic,490.16,8.56,3603,FlyingDrops,2024-10-16
936,258,San Diego,Charlotte,business,1584.98,9.27,4250,FlyingDrops,2024-04-24
937,209,Dallas,Charlotte,business,839.66,5.71,2374,AirGo,2023-11-09
938,85,Austin,Chicago,business,300.42,2.92,1151,SkyWay,2023-04-06
939,493,Los Angeles,Houston,business,849.25,7.01,2841,Cloudy,2023-01-11
940,358,Denver,Phoenix,firstClass,2744.69,10.43,4578,Rainbow,2024-06-29
941,360,Fort Worth,New York,business,692.98,5.98,2057,SkyWay,2024-03-11
942,494,Jacksonville,San Diego,business,1116.51,11.18,4826,CloudFy,2024-04-04
943,488,Denver,San Diego,economic,142.72,3.28,1115,Rainbow,2023-12-28
944,128,Columbus,Denver,firstClass,759.31,4.85,1896,AirGo,2024-11-26
945,378,Boston,Houston,firstClass,1281.98,7.12,2950,JetSet,2023-01-03
946,423,Miami,Fort Worth,economic,532.11,7.89,2997,Rainbow,2024-06-11
947,182,Charlotte,Denver,economic,503.98,7.34,3414,Rainbow,2023-11-02
948,252,New York,Fort Worth,business,458.32,5.15,2025,CloudFy,2024-03-17
949,80,Chicago,Boston,business,636.7,4.63,1759,AirGo,2023-01-08
950,275,Dallas,San Diego,firstClass,1708.31,8.54,3738,AirGo,2023-07-06
951,3,Dallas,Houston,firstClass,1863.37,8.94,4099,FlyingDrops,2024-03-20
952,462,San Antonio,Houston,economic,407.02,6.23,2833,Rainbow,2023-12-06
953,410,Philadelphia,San Diego,firstClass,1298.45,6.03,2677,JetSet,2024-05-22
954,68,Phoenix,Jacksonville,firstClass,2498.82,10.81,4611,Rainbow,2024-02-03
955,122,Houston,New York,economic,214.33,4.56,1774,Rainbow,2024-12-01
956,43,Austin,Charlotte,business,151.66,2.28,565,AirGo,2024-05-12
957,393,Columbus,San Diego,business,442.55,5.09,1749,Rainbow,2023-10-15
958,359,Dallas,San Diego,business,1328.84,8.83,4015,JetSet,2023-04-16
959,141,Denver,Philadelphia,economic,219.8,4.28,1718,CloudFy,2023-02-09
960,269,Phoenix,Charlotte,economic,262.73,4.91,2135,FlyingDrops,2024-02-22
961,27,San Diego,Dallas,firstClass,1953.98,9.2,3990,FlyingDrops,2024-10-21
962,164,Houston,San Jose,firstClass,1497.23,7.51,2798,Rainbow,2023-09-10
963,242,Philadelphia,Los Angeles,economic,129.13,3.34,927,FlyingDrops,2023-10-20
964,156,Atlanta,Houston,firstClass,977.88,4.91,2014,Rainbow,2023-12-09
965,381,Houston,New York,business,526.82,4.13,1567,AirGo,2024-01-06
966,197,Miami,Denver,business,944.09,7.95,3544,Rainbow,2024-08-21
967,419,Houston,Philadelphia,business,549.82,3.53,1485,CloudFy,2024-11-01
968,372,San Antonio,Seattle,economic,174.9,4.14,1113,Cloudy,2023-11-05
969,365,San Antonio,Miami,business,446.1,4.08,1758,FlyingDrops,2024-07-17
970,35,Boston,Jacksonville,firstClass,1675.13,9.79,4173,Cloudy,2024-03-22
971,149,Columbus,Boston,business,180.7,2.11,679,Rainbow,2023-05-13
972,273,Miami,Los Angeles,business,585.76,5.73,2058,AirGo,2024-12-02
973,206,Denver,Chicago,economic,584.5,9.8,4086,SkyWay,2024-02-04
974,5,Dallas,San Antonio,economic,70.39,1.8,529,AirGo,2024-12-14
975,363,Denver,Charlotte,business,1694.13,10.49,4801,FlyingDrops,2023-10-31
976,328,Boston,Houston,economic,313.44,5.24,2334,CloudFy,2023-02-10
977,274,Dallas,Phoenix,firstClass,397.41,3.31,922,Rainbow,2023-08-04
978,136,New York,Fort Worth,business,1292.81,8.03,3523,JetSet,2024-07-16
979,422,Phoenix,Charlotte,business,680.91,6.82,2915,FlyingDrops,2023-01-11
980,55,San Diego,San Jose,economic,395.38,7.15,2597,JetSet,2024-08-20
981,105,Fort Worth,Dallas,business,564.71,6.1,2188,SkyWay,2023-10-03
982,462,Fort Worth,Phoenix,firstClass,1133.36,6.39,2398,Cloudy,2023-06-01
983,292,Chicago,Denver,economic,732.13,9.3,4263,Cloudy,2023-07-13
984,352,Philadelphia,Austin,economic,397.22,6.82,3040,SkyWay,2024-02-08
985,497,San Antonio,Chicago,economic,160.56,3.32,1090,Cloudy,2024-10-22
986,57,Houston,Boston,economic,85.03,2.6,596,AirGo,2023-01-22
987,308,New York,Chicago,economic,344.77,6.72,2534,Rainbow,2024-10-04
988,246,New York,Phoenix,business,777.9,8.32,3272,AirGo,2023-05-23
989,279,Miami,Charlotte,economic,390.14,7.03,3018,JetSet,2023-02-27
990,53,Dallas,Miami,economic,84.91,3.08,673,SkyWay,2023-10-31
991,181,Columbus,Phoenix,economic,340.33,5.21,2337,JetSet,2023-05-31
992,252,San Jose,San Diego,business,1212.96,8.83,3651,CloudFy,2023-04-26
993,185,Houston,Dallas,economic,440.69,6.65,2808,Rainbow,2023-05-02
994,218,Los Angeles,Philadelphia,economic,625.62,9.32,4011,CloudFy,2024-11-26
995,478,San Jose,Austin,firstClass,658.38,3.61,1351,FlyingDrops,2024-01-13
